日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240609,0004,01,東京,日,6,複勝,14,66500,的中14,110,73150
20240609,0005,01,京都,日,9,複勝,04,73200,的中04,100,73200
20240609,0006,01,東京,日,11,3連複,01―03―07,300,―,―,0
20240609,0006,02,東京,日,11,3連複,01―03―11,300,―,―,0
20240609,0006,03,東京,日,11,3連複,01―03―15,300,―,―,0
20240609,0006,04,東京,日,11,3連複,01―03―17,300,―,―,0
20240609,0006,05,東京,日,11,3連複,01―07―11,300,―,―,0
20240609,0006,06,東京,日,11,3連複,01―07―15,300,―,―,0
20240609,0006,07,東京,日,11,3連複,01―07―17,300,―,―,0
20240609,0006,08,東京,日,11,3連複,01―11―15,300,―,―,0
20240609,0006,09,東京,日,11,3連複,01―11―17,300,―,―,0
20240609,0006,10,東京,日,11,3連複,01―15―17,300,―,―,0
20240609,0006,11,東京,日,11,3連複,01―03―15,300,―,―,0
20240609,0006,12,東京,日,11,3連複,01―07―15,300,―,―,0
20240609,0006,13,東京,日,11,3連複,01―11―15,300,―,―,0
20240609,0006,14,東京,日,11,3連複,01―15―17,300,―,―,0
20240609,0006,15,東京,日,11,3連複,03―07―15,300,―,―,0
20240609,0006,16,東京,日,11,3連複,03―11―15,300,―,―,0
20240609,0006,17,東京,日,11,3連複,03―15―17,300,―,―,0
20240609,0006,18,東京,日,11,3連複,07―11―15,300,―,―,0
20240609,0006,19,東京,日,11,3連複,07―15―17,300,―,―,0
20240609,0006,20,東京,日,11,3連複,11―15―17,300,―,―,0
20240609,0006,21,東京,日,11,ワイド,01―15,1000,―,―,0
20240609,0006,22,東京,日,11,ワイド,01―17,600,―,―,0
20240609,0006,23,東京,日,11,ワイド,15―17,600,―,―,0
,,合計,,,,,,147900,,,146350
