日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240403,0001,01,川崎,水,11,3連複,02―04―06,2500,―,―,0
20240403,0001,02,川崎,水,11,3連複,02―04―07,3000,―,―,0
20240403,0001,03,川崎,水,11,3連複,02―04―08,1000,―,―,0
20240403,0001,04,川崎,水,11,3連複,02―04―10,500,―,―,0
20240403,0001,05,川崎,水,11,3連単,02→04→06,1000,―,―,0
20240403,0001,06,川崎,水,11,3連単,02→04→07,1000,―,―,0
20240403,0001,07,川崎,水,11,3連単,02→04→08,1000,―,―,0
20240403,0001,08,川崎,水,11,3連単,02→04→10,1000,―,―,0
20240403,0001,09,川崎,水,11,3連単,04→02→06,1000,―,―,0
20240403,0001,10,川崎,水,11,3連単,04→02→07,1000,―,―,0
20240403,0001,11,川崎,水,11,3連単,04→02→08,1000,―,―,0
20240403,0001,12,川崎,水,11,3連単,04→02→10,1000,―,―,0
,,合計,,,,,,15000,,,0
