日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240626,0001,01,大井,水,11,馬連,05―08,8000,―,―,0
20240626,0001,02,大井,水,11,馬連,07―08,10000,―,―,0
20240626,0001,03,大井,水,11,馬連,08―12,5000,的中08―12,660,33000
20240626,0001,04,大井,水,11,3連単,08→05→01,500,―,―,0
20240626,0001,05,大井,水,11,3連単,08→05→07,1000,―,―,0
20240626,0001,06,大井,水,11,3連単,08→05→12,500,―,―,0
20240626,0001,07,大井,水,11,3連単,08→07→01,1000,―,―,0
20240626,0001,08,大井,水,11,3連単,08→07→05,1500,―,―,0
20240626,0001,09,大井,水,11,3連単,08→07→12,1500,―,―,0
20240626,0001,10,大井,水,11,3連単,05→08→01,500,―,―,0
20240626,0001,11,大井,水,11,3連単,05→08→07,500,―,―,0
20240626,0001,12,大井,水,11,3連単,05→08→12,500,―,―,0
20240626,0001,13,大井,水,11,3連単,07→08→01,1000,―,―,0
20240626,0001,14,大井,水,11,3連単,07→08→05,1500,―,―,0
20240626,0001,15,大井,水,11,3連単,07→08→12,1500,―,―,0
20240626,0001,16,大井,水,11,3連単,12→08→01,500,―,―,0
,,合計,,,,,,35000,,,33000
