日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240306,0001,01,船橋,水,11,3連単,10→09→01,3000,―,―,0
20240306,0001,02,船橋,水,11,3連単,10→09→06,3000,―,―,0
20240306,0001,03,船橋,水,11,3連単,10→09→11,1000,―,―,0
20240306,0001,04,船橋,水,11,3連単,09→10→01,2000,―,―,0
20240306,0001,05,船橋,水,11,3連単,09→10→06,2000,―,―,0
20240306,0001,06,船橋,水,11,3連単,09→10→11,1000,―,―,0
20240306,0001,07,船橋,水,11,3連単,10→01→09,1000,―,―,0
20240306,0001,08,船橋,水,11,3連単,10→06→09,500,―,―,0
20240306,0001,09,船橋,水,11,3連単,10→11→09,300,―,―,0
20240306,0001,10,船橋,水,11,3連単,09→01→10,500,―,―,0
20240306,0001,11,船橋,水,11,3連単,09→06→10,500,―,―,0
20240306,0001,12,船橋,水,11,3連単,09→11→10,200,―,―,0
,,合計,,,,,,15000,,,0
