日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240212,0013,01,佐賀,月,10,3連単,02→03→07,500,―,―,0
20240212,0013,02,佐賀,月,10,3連単,02→03→11,500,―,―,0
20240212,0013,03,佐賀,月,10,3連単,02→03→12,300,―,―,0
20240212,0013,04,佐賀,月,10,3連単,02→07→03,1000,―,―,0
20240212,0013,05,佐賀,月,10,3連単,02→07→11,3000,―,―,0
20240212,0013,06,佐賀,月,10,3連単,02→07→12,1000,―,―,0
20240212,0013,07,佐賀,月,10,3連単,02→11→03,1000,―,―,0
20240212,0013,08,佐賀,月,10,3連単,02→11→07,3000,―,―,0
20240212,0013,09,佐賀,月,10,3連単,02→11→12,1000,―,―,0
20240212,0013,10,佐賀,月,10,3連単,11→02→03,500,―,―,0
20240212,0013,11,佐賀,月,10,3連単,11→02→07,1300,―,―,0
20240212,0013,12,佐賀,月,10,3連単,11→02→12,300,―,―,0
20240212,0013,13,佐賀,月,10,3連単,11→03→07,100,―,―,0
20240212,0013,14,佐賀,月,10,3連単,11→03→12,100,―,―,0
20240212,0013,15,佐賀,月,10,3連単,11→07→03,100,的中11→07→03,7390,7390
20240212,0013,16,佐賀,月,10,3連単,11→07→12,100,―,―,0
,,合計,,,,,,13800,,,7390
