日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240825,0001,01,札幌,日,11,3連複,01―02―06,300,―,―,0
20240825,0001,02,札幌,日,11,3連複,01―02―10,300,―,―,0
20240825,0001,03,札幌,日,11,3連複,01―02―12,300,―,―,0
20240825,0001,04,札幌,日,11,3連複,01―02―14,300,―,―,0
20240825,0001,05,札幌,日,11,3連複,02―06―10,300,―,―,0
20240825,0001,06,札幌,日,11,3連複,02―06―12,300,―,―,0
20240825,0001,07,札幌,日,11,3連複,02―06―14,300,―,―,0
20240825,0001,08,札幌,日,11,3連複,02―10―12,300,―,―,0
20240825,0001,09,札幌,日,11,3連複,02―10―14,300,―,―,0
20240825,0001,10,札幌,日,11,3連複,02―12―14,300,―,―,0
,,合計,,,,,,3000,,,0
