日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240207,0001,01,船橋,水,11,3連単,02→08→09,1000,―,―,0
20240207,0001,02,船橋,水,11,3連単,02→08→10,1000,的中02→08→10,4280,42800
20240207,0001,03,船橋,水,11,3連単,02→09→08,1000,―,―,0
20240207,0001,04,船橋,水,11,3連単,02→09→10,1500,―,―,0
20240207,0001,05,船橋,水,11,3連単,02→10→08,1000,―,―,0
20240207,0001,06,船橋,水,11,3連単,02→10→09,1500,―,―,0
20240207,0001,07,船橋,水,11,3連単,09→02→08,500,―,―,0
20240207,0001,08,船橋,水,11,3連単,09→02→10,500,―,―,0
20240207,0001,09,船橋,水,11,3連単,09→08→02,500,―,―,0
20240207,0001,10,船橋,水,11,3連単,09→08→10,500,―,―,0
20240207,0001,11,船橋,水,11,3連単,09→10→02,500,―,―,0
20240207,0001,12,船橋,水,11,3連単,09→10→08,500,―,―,0
,,合計,,,,,,10000,,,42800
